02-16-2026 15:54:08 RAM 9798/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [3%@729,2%@729,21%@729,2%@729,3%@2112,3%@2112,31%@2112,2%@2112,2%@729,5%@729,2%@729,2%@729] GR3D_FREQ 0% cpu@41.875C soc2@37.093C soc0@38.062C tj@41.875C soc1@38.625C VDD_GPU_SOC 2804mW/2804mW VDD_CPU_CV 1201mW/1201mW VIN_SYS_5V0 4032mW/4032mW
02-16-2026 15:57:02 RAM 15647/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,1%@2201,2%@2201,1%@2201,0%@729,0%@729,0%@729,75%@729,10%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@46.187C soc2@41.406C soc0@42.25C tj@46.187C soc1@42.656C VDD_GPU_SOC 18822mW/7139mW VDD_CPU_CV 2402mW/2152mW VIN_SYS_5V0 7269mW/5430mW
02-16-2026 15:57:05 RAM 15648/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,1%@2201,1%@2201,0%@2201,0%@2188,1%@2188,0%@2188,0%@2188,1%@729,78%@729,0%@729,0%@729] GR3D_FREQ 31% cpu@46.781C soc2@41.562C soc0@42.281C tj@46.781C soc1@42.875C VDD_GPU_SOC 20048mW/7354mW VDD_CPU_CV 2004mW/2150mW VIN_SYS_5V0 7269mW/5461mW
02-16-2026 15:57:08 RAM 15648/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,1%@729,1%@729,0%@729,1%@2201,86%@2201,0%@2201,0%@2201,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 50% cpu@46.906C soc2@40.968C soc0@42.031C tj@46.906C soc1@42.687C VDD_GPU_SOC 6012mW/7332mW VDD_CPU_CV 2403mW/2154mW VIN_SYS_5V0 5552mW/5463mW
02-16-2026 15:57:11 RAM 15641/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,1%@729,1%@1113,80%@1113,0%@1113,0%@1113,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@46.437C soc2@41.406C soc0@42.375C tj@46.437C soc1@42.718C VDD_GPU_SOC 15618mW/7466mW VDD_CPU_CV 2002mW/2151mW VIN_SYS_5V0 6865mW/5485mW
02-16-2026 15:57:14 RAM 15641/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,1%@729,1%@729,1%@729,0%@2201,87%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@47.25C soc2@41.468C soc0@42.468C tj@47.25C soc1@43.187C VDD_GPU_SOC 15624mW/7595mW VDD_CPU_CV 2403mW/2155mW VIN_SYS_5V0 6865mW/5507mW
02-16-2026 15:57:17 RAM 15646/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,2%@2201,1%@2201,0%@2201,0%@2201,84%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@47.437C soc2@41.937C soc0@42.843C tj@47.437C soc1@43.343C VDD_GPU_SOC 20032mW/7790mW VDD_CPU_CV 2403mW/2159mW VIN_SYS_5V0 7471mW/5538mW
02-16-2026 15:57:20 RAM 15650/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,13%@2201,36%@2201,36%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 40% cpu@46.781C soc2@41.312C soc0@42.312C tj@46.781C soc1@43.218C VDD_GPU_SOC 6813mW/7775mW VDD_CPU_CV 2403mW/2163mW VIN_SYS_5V0 5754mW/5541mW
02-16-2026 15:57:23 RAM 15655/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,2%@2201,1%@2201,0%@2201,3%@1958,2%@1958,5%@1958,65%@1958,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 24% cpu@46.593C soc2@41.468C soc0@42.375C tj@46.593C soc1@43.218C VDD_GPU_SOC 16840mW/7912mW VDD_CPU_CV 1202mW/2148mW VIN_SYS_5V0 6865mW/5561mW
02-16-2026 15:57:26 RAM 15655/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,85%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 31% cpu@47.187C soc2@41.687C soc0@42.625C tj@47.187C soc1@43.281C VDD_GPU_SOC 14835mW/8015mW VDD_CPU_CV 2404mW/2152mW VIN_SYS_5V0 6562mW/5576mW
02-16-2026 15:57:30 RAM 15656/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,1%@2201,1%@2201,0%@2201,0%@729,34%@729,0%@729,0%@729,1%@2201,47%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@47.281C soc2@42.531C soc0@43.312C tj@47.281C soc1@43.687C VDD_GPU_SOC 21634mW/8216mW VDD_CPU_CV 2003mW/2150mW VIN_SYS_5V0 7773mW/5608mW
02-16-2026 15:57:33 RAM 15655/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,0%@2201,37%@2201,0%@729,47%@729,1%@729,0%@729] GR3D_FREQ 41% cpu@47.687C soc2@42C soc0@43.031C tj@47.687C soc1@43.687C VDD_GPU_SOC 9218mW/8230mW VDD_CPU_CV 2404mW/2154mW VIN_SYS_5V0 6158mW/5616mW
02-16-2026 15:57:36 RAM 15655/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,1%@2201,0%@2201,0%@2201,86%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 42% cpu@47.218C soc2@41.593C soc0@42.562C tj@47.218C soc1@43.531C VDD_GPU_SOC 5210mW/8187mW VDD_CPU_CV 2403mW/2157mW VIN_SYS_5V0 5350mW/5613mW
02-16-2026 15:57:39 RAM 15665/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [2%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,11%@729,0%@2035,67%@2035,0%@2035,0%@2035] GR3D_FREQ 22% cpu@47.437C soc2@42.125C soc0@43.156C tj@47.437C soc1@43.875C VDD_GPU_SOC 18043mW/8326mW VDD_CPU_CV 2004mW/2155mW VIN_SYS_5V0 6966mW/5632mW
02-16-2026 15:57:42 RAM 15668/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [2%@2201,0%@2201,0%@2201,1%@2201,0%@729,0%@729,0%@729,0%@729,0%@2112,84%@2112,0%@2112,0%@2112] GR3D_FREQ 36% cpu@47.593C soc2@42.468C soc0@43.406C tj@47.593C soc1@44.093C VDD_GPU_SOC 19246mW/8478mW VDD_CPU_CV 2004mW/2153mW VIN_SYS_5V0 7370mW/5656mW
02-16-2026 15:57:45 RAM 15672/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,0%@729,0%@2201,0%@2201,0%@2201,20%@2201,0%@729,66%@729,0%@729,0%@729] GR3D_FREQ 35% cpu@47.843C soc2@42.343C soc0@43.281C tj@48C soc1@44.187C VDD_GPU_SOC 13226mW/8543mW VDD_CPU_CV 2404mW/2156mW VIN_SYS_5V0 6461mW/5667mW
02-16-2026 15:57:48 RAM 15669/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,43%@2201,41%@2201,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 53% cpu@47.281C soc2@41.906C soc0@42.906C tj@47.281C soc1@43.937C VDD_GPU_SOC 5210mW/8498mW VDD_CPU_CV 2403mW/2160mW VIN_SYS_5V0 5451mW/5664mW
02-16-2026 15:57:51 RAM 15669/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@729,0%@729,33%@729,0%@729,0%@2201,44%@2201,0%@2201,1%@2201] GR3D_FREQ 24% cpu@47.468C soc2@42.187C soc0@43.125C tj@47.468C soc1@43.968C VDD_GPU_SOC 14033mW/8571mW VDD_CPU_CV 2004mW/2158mW VIN_SYS_5V0 6461mW/5674mW
02-16-2026 15:57:54 RAM 15665/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,0%@729,11%@1267,44%@1267,0%@1267,0%@1267,0%@729,27%@729,0%@729,1%@729] GR3D_FREQ 91% cpu@48.093C soc2@43.031C soc0@43.937C tj@48.093C soc1@44.281C VDD_GPU_SOC 21643mW/8743mW VDD_CPU_CV 2003mW/2156mW VIN_SYS_5V0 7672mW/5701mW
02-16-2026 15:57:57 RAM 15659/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,83%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,1%@729] GR3D_FREQ 98% cpu@48.875C soc2@43C soc0@43.843C tj@48.875C soc1@44.468C VDD_GPU_SOC 18837mW/8874mW VDD_CPU_CV 2003mW/2154mW VIN_SYS_5V0 7168mW/5720mW
02-16-2026 15:58:00 RAM 15659/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,1%@1804,13%@1804,67%@1804,0%@1804,0%@729,0%@729,2%@729,0%@729] GR3D_FREQ 40% cpu@48C soc2@42.531C soc0@43.625C tj@48C soc1@44.375C VDD_GPU_SOC 6813mW/8848mW VDD_CPU_CV 2003mW/2152mW VIN_SYS_5V0 5956mW/5723mW
02-16-2026 15:58:03 RAM 16946/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,2%@2201,81%@2201,0%@2201,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@47.968C soc2@42.968C soc0@44.156C tj@47.968C soc1@44.218C VDD_GPU_SOC 13610mW/8908mW VDD_CPU_CV 2400mW/2155mW VIN_SYS_5V0 6057mW/5727mW
02-16-2026 15:58:06 RAM 17490/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@2201,0%@2201,0%@2188,4%@2188,74%@2188,0%@2188,0%@729,0%@729,0%@729,1%@729] GR3D_FREQ 22% cpu@48.406C soc2@42.843C soc0@43.937C tj@48.406C soc1@44.656C VDD_GPU_SOC 18043mW/9022mW VDD_CPU_CV 2004mW/2153mW VIN_SYS_5V0 7067mW/5744mW
02-16-2026 15:58:09 RAM 17495/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,0%@2201,0%@2201,81%@2201,0%@2201,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 99% cpu@48.687C soc2@43.375C soc0@44.406C tj@48.687C soc1@44.906C VDD_GPU_SOC 20432mW/9163mW VDD_CPU_CV 2003mW/2151mW VIN_SYS_5V0 7572mW/5766mW
02-16-2026 15:58:12 RAM 17495/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@960,0%@960,77%@960,1%@960,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@48.656C soc2@43.781C soc0@44.718C tj@48.656C soc1@45.093C VDD_GPU_SOC 24439mW/9350mW VDD_CPU_CV 2003mW/2149mW VIN_SYS_5V0 8177mW/5796mW
02-16-2026 15:58:15 RAM 17489/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [7%@2035,29%@2035,1%@2035,0%@2035,2%@729,0%@729,0%@729,49%@729,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 40% cpu@48.187C soc2@42.812C soc0@43.937C tj@48.187C soc1@44.781C VDD_GPU_SOC 6412mW/9314mW VDD_CPU_CV 2403mW/2152mW VIN_SYS_5V0 5754mW/5795mW
02-16-2026 15:58:18 RAM 17494/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [2%@729,51%@729,0%@729,0%@729,1%@2201,0%@2201,25%@2201,0%@2201,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 25% cpu@48.656C soc2@43C soc0@44.031C tj@48.656C soc1@44.875C VDD_GPU_SOC 15637mW/9389mW VDD_CPU_CV 2004mW/2151mW VIN_SYS_5V0 6764mW/5807mW
02-16-2026 15:58:21 RAM 17494/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,83%@2201,0%@2201,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 16% cpu@49.093C soc2@43.375C soc0@44.281C tj@49.093C soc1@45C VDD_GPU_SOC 16038mW/9468mW VDD_CPU_CV 2004mW/2149mW VIN_SYS_5V0 6764mW/5818mW
02-16-2026 15:58:24 RAM 17485/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,81%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@49.343C soc2@43.937C soc0@44.937C tj@49.343C soc1@45.25C VDD_GPU_SOC 20440mW/9595mW VDD_CPU_CV 2003mW/2147mW VIN_SYS_5V0 7471mW/5837mW
02-16-2026 15:58:27 RAM 17489/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@2201,45%@2201,0%@2201,0%@2201,0%@729,0%@729,38%@729,0%@729,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 34% cpu@48.968C soc2@43.5C soc0@44.531C tj@48.968C soc1@45.343C VDD_GPU_SOC 8016mW/9577mW VDD_CPU_CV 2404mW/2150mW VIN_SYS_5V0 5956mW/5839mW
02-16-2026 15:58:30 RAM 17489/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [9%@2201,78%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 48% cpu@48.625C soc2@43.093C soc0@44.187C tj@48.625C soc1@45.281C VDD_GPU_SOC 5210mW/9527mW VDD_CPU_CV 2403mW/2153mW VIN_SYS_5V0 5451mW/5834mW
02-16-2026 15:58:33 RAM 17499/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@2201,3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,77%@2201,0%@2201,1%@729,1%@729,0%@729,1%@729] GR3D_FREQ 98% cpu@49.156C soc2@43.687C soc0@44.812C tj@49.156C soc1@45.437C VDD_GPU_SOC 16426mW/9605mW VDD_CPU_CV 2403mW/2156mW VIN_SYS_5V0 6865mW/5846mW
02-16-2026 15:58:36 RAM 17499/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,0%@1420,0%@1420,82%@1420,0%@1420,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 94% cpu@49.093C soc2@44.156C soc0@45.125C tj@49.156C soc1@45.5C VDD_GPU_SOC 22444mW/9748mW VDD_CPU_CV 2004mW/2154mW VIN_SYS_5V0 7773mW/5867mW
02-16-2026 15:58:39 RAM 17500/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,22%@2201,9%@2201,0%@2201,0%@729,0%@729,56%@729,0%@729,0%@729,1%@729,0%@729,1%@729] GR3D_FREQ 22% cpu@49.468C soc2@43.75C soc0@44.75C tj@49.468C soc1@45.656C VDD_GPU_SOC 11623mW/9768mW VDD_CPU_CV 2404mW/2157mW VIN_SYS_5V0 6562mW/5875mW
02-16-2026 15:58:42 RAM 17500/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,0%@2201,85%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 49% cpu@48.906C soc2@43.437C soc0@44.468C tj@48.906C soc1@45.437C VDD_GPU_SOC 5611mW/9723mW VDD_CPU_CV 2404mW/2160mW VIN_SYS_5V0 5451mW/5870mW
02-16-2026 15:58:45 RAM 17505/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,0%@729,21%@729,1%@729,0%@1267,0%@1267,54%@1267,0%@1267,1%@729,1%@729,0%@729,0%@729] GR3D_FREQ 21% cpu@49.281C soc2@44C soc0@45.187C tj@49.281C soc1@45.625C VDD_GPU_SOC 19647mW/9830mW VDD_CPU_CV 2004mW/2158mW VIN_SYS_5V0 7370mW/5886mW
02-16-2026 15:58:48 RAM 17504/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,1%@729,0%@2201,0%@2201,83%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@49.781C soc2@44.281C soc0@45.25C tj@49.781C soc1@45.75C VDD_GPU_SOC 18028mW/9917mW VDD_CPU_CV 2003mW/2156mW VIN_SYS_5V0 7269mW/5901mW
02-16-2026 15:58:51 RAM 17504/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@1344,0%@1344,78%@1344,0%@1344,0%@729,1%@729,0%@729,1%@729] GR3D_FREQ 17% cpu@49.718C soc2@44.687C soc0@45.843C tj@49.718C soc1@46.25C VDD_GPU_SOC 23656mW/10062mW VDD_CPU_CV 2004mW/2155mW VIN_SYS_5V0 7874mW/5922mW
02-16-2026 15:58:54 RAM 17506/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,23%@2201,56%@2201,0%@2201,0%@729,0%@729,10%@729,0%@729,1%@729,1%@729,1%@729,0%@729] GR3D_FREQ 49% cpu@49.468C soc2@43.843C soc0@44.968C tj@49.468C soc1@46C VDD_GPU_SOC 6012mW/10019mW VDD_CPU_CV 2404mW/2157mW VIN_SYS_5V0 5451mW/5917mW
02-16-2026 15:58:57 RAM 17626/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@2201,54%@2201,0%@2201,0%@2201,0%@2201,0%@2201,28%@2201,0%@2201,0%@729,1%@729,0%@729,0%@729] GR3D_FREQ 64% cpu@49.25C soc2@43.656C soc0@44.812C tj@49.25C soc1@45.906C VDD_GPU_SOC 6014mW/9978mW VDD_CPU_CV 2004mW/2156mW VIN_SYS_5V0 5241mW/5910mW
02-16-2026 15:59:00 RAM 17622/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@960,0%@960,84%@960,0%@960,1%@729,1%@729,1%@729,0%@729] GR3D_FREQ 99% cpu@49.312C soc2@44.531C soc0@45.656C tj@49.312C soc1@46.031C VDD_GPU_SOC 20032mW/10081mW VDD_CPU_CV 2003mW/2154mW VIN_SYS_5V0 7370mW/5925mW
02-16-2026 15:59:03 RAM 17625/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,0%@2201,0%@2201,86%@2201,0%@2201,0%@729,1%@729,1%@729,1%@729] GR3D_FREQ 98% cpu@49.968C soc2@44.656C soc0@45.687C tj@49.968C soc1@46.156C VDD_GPU_SOC 19639mW/10177mW VDD_CPU_CV 2403mW/2157mW VIN_SYS_5V0 7370mW/5939mW
02-16-2026 15:59:06 RAM 17625/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,51%@2201,0%@2201,0%@2201,0%@729,0%@729,35%@729,0%@729,1%@729,0%@729,1%@729,0%@729] GR3D_FREQ 41% cpu@49.781C soc2@44.125C soc0@45.187C tj@49.781C soc1@46.125C VDD_GPU_SOC 7217mW/10148mW VDD_CPU_CV 2404mW/2159mW VIN_SYS_5V0 5855mW/5939mW
02-16-2026 15:59:09 RAM 17625/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@2201,70%@2201,11%@2201,0%@2201,0%@1651,0%@1651,0%@1651,0%@1651,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@49.062C soc2@44.468C soc0@45.875C tj@49.062C soc1@46.031C VDD_GPU_SOC 14417mW/10190mW VDD_CPU_CV 1601mW/2154mW VIN_SYS_5V0 6360mW/5943mW
02-16-2026 15:59:12 RAM 17625/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@729,0%@729,1%@729,0%@729,0%@2201,0%@2201,86%@2201,0%@2201,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 43% cpu@49.968C soc2@44.406C soc0@45.531C tj@49.968C soc1@46.125C VDD_GPU_SOC 15637mW/10243mW VDD_CPU_CV 2004mW/2152mW VIN_SYS_5V0 6663mW/5950mW
02-16-2026 15:59:15 RAM 17625/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@1804,0%@1804,84%@1804,0%@1804,1%@729,0%@729,1%@729,0%@729] GR3D_FREQ 9% cpu@50.062C soc2@44.875C soc0@46C tj@50.062C soc1@46.312C VDD_GPU_SOC 22052mW/10358mW VDD_CPU_CV 2004mW/2151mW VIN_SYS_5V0 7672mW/5967mW
02-16-2026 15:59:18 RAM 17626/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@1958,42%@1958,0%@1958,1%@1958,0%@729,1%@729,43%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 46% cpu@50.125C soc2@44.75C soc0@45.687C tj@50.125C soc1@46.625C VDD_GPU_SOC 12024mW/10374mW VDD_CPU_CV 2403mW/2153mW VIN_SYS_5V0 6865mW/5975mW
02-16-2026 15:59:21 RAM 17626/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@2201,81%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 67% cpu@49.687C soc2@44.25C soc0@45.312C tj@49.687C soc1@46.375C VDD_GPU_SOC 6412mW/10336mW VDD_CPU_CV 2003mW/2152mW VIN_SYS_5V0 5855mW/5974mW
02-16-2026 15:59:24 RAM 19793/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,25%@2201,1%@2201,1%@2201,0%@2201,0%@2201,55%@2201,0%@2201,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 47% cpu@50.031C soc2@44.593C soc0@45.687C tj@50.031C soc1@46.5C VDD_GPU_SOC 16840mW/10398mW VDD_CPU_CV 2004mW/2150mW VIN_SYS_5V0 6966mW/5983mW
02-16-2026 15:59:27 RAM 19793/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,0%@729,0%@1267,76%@1267,2%@1267,0%@1267,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 10% cpu@50.343C soc2@45.125C soc0@46.093C tj@50.093C soc1@46.593C VDD_GPU_SOC 22061mW/10507mW VDD_CPU_CV 1604mW/2145mW VIN_SYS_5V0 7672mW/5999mW
02-16-2026 15:59:30 RAM 19793/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,79%@2201,0%@2201,0%@2201,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 20% cpu@50.843C soc2@45.156C soc0@46.062C tj@50.843C soc1@46.875C VDD_GPU_SOC 19654mW/10591mW VDD_CPU_CV 1604mW/2140mW VIN_SYS_5V0 7370mW/6012mW
02-16-2026 15:59:33 RAM 19793/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2035,34%@2035,0%@2035,0%@2035,1%@729,36%@729,13%@729,0%@729,0%@729,1%@729,1%@729,0%@729] GR3D_FREQ 76% cpu@50.625C soc2@45.125C soc0@46.156C tj@50.625C soc1@46.906C VDD_GPU_SOC 10821mW/10593mW VDD_CPU_CV 2404mW/2143mW VIN_SYS_5V0 6461mW/6016mW
02-16-2026 15:59:36 RAM 19793/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,50%@2201,36%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729] GR3D_FREQ 46% cpu@50.187C soc2@44.625C soc0@45.875C tj@50.187C soc1@46.968C VDD_GPU_SOC 5611mW/10548mW VDD_CPU_CV 2404mW/2145mW VIN_SYS_5V0 5451mW/6011mW
02-16-2026 15:59:39 RAM 19793/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@729,13%@729,3%@729,1%@729,0%@2201,0%@2201,64%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@50.5C soc2@45.375C soc0@46.468C tj@50.5C soc1@46.875C VDD_GPU_SOC 18021mW/10615mW VDD_CPU_CV 2402mW/2147mW VIN_SYS_5V0 7269mW/6022mW
02-16-2026 15:59:42 RAM 19793/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@1958,0%@1958,83%@1958,0%@1958,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@50.593C soc2@45.656C soc0@46.687C tj@50.593C soc1@47.125C VDD_GPU_SOC 21634mW/10714mW VDD_CPU_CV 2002mW/2146mW VIN_SYS_5V0 7773mW/6038mW
02-16-2026 15:59:45 RAM 19794/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [0%@2201,0%@2201,13%@2201,1%@2201,0%@729,0%@729,15%@729,0%@729,13%@729,44%@729,1%@729,0%@729] GR3D_FREQ 28% cpu@50.656C soc2@45.312C soc0@46.437C tj@50.656C soc1@47.156C VDD_GPU_SOC 16038mW/10761mW VDD_CPU_CV 2404mW/2148mW VIN_SYS_5V0 6764mW/6044mW
02-16-2026 15:59:48 RAM 19791/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@2201,1%@2201,86%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 54% cpu@50.281C soc2@44.781C soc0@45.875C tj@50.281C soc1@46.906C VDD_GPU_SOC 5611mW/10716mW VDD_CPU_CV 2403mW/2151mW VIN_SYS_5V0 5552mW/6040mW
02-16-2026 15:59:51 RAM 19791/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [1%@729,1%@729,36%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,43%@2201,1%@2201,0%@2201] GR3D_FREQ 19% cpu@50.593C soc2@45.062C soc0@46.156C tj@50.593C soc1@46.968C VDD_GPU_SOC 14434mW/10748mW VDD_CPU_CV 2004mW/2149mW VIN_SYS_5V0 6461mW/6044mW
02-16-2026 15:59:54 RAM 19799/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [2%@2201,1%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,1%@1497,83%@1497,1%@1497,0%@1497] GR3D_FREQ 10% cpu@50.625C soc2@45.687C soc0@46.75C tj@50.625C soc1@47.156C VDD_GPU_SOC 20448mW/10832mW VDD_CPU_CV 2004mW/2148mW VIN_SYS_5V0 7471mW/6056mW
